Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi_alpha	pinvar	pis[1]	pis[2]	pis[3]	pis[4]	TL
300	-18762.03	-18685.68	-76.34367	6.095781e+07	0.00491074	0.00408505	0.00254093	0.00527807	0.00229074	0.00168681	0.00176968	0.00270405	0.00121094	0.000530901	0.00337365	0.00246319	0.0060942	0.00774226	0.00268883	0.00763063	0.00362012	0.00184147	0.00234029	0.00124578	0.000693784	0.00342983	0.00626085	0.00654058	0.00393352	0.000421049	2.32185e-05	0.00037701	0.000904144	0.00328107	0.00157081	0.000483554	0.000432307	0.000268776	0.000432191	0.000253125	0.000144773	0.00190228	0.000513803	0.000432467	0.00111071	0.000235535	0.00122669	0.000625138	0.00112437	0.999837	0.999958	1.00004	1.00016	0.1853533	3.740507e-06	0.00290046	0.188391	0.811609	0.9971	0.1026699
310	-18764.95	-18688.66	-76.29306	6.219836e+07	0.00477287	0.00338628	0.00246263	0.00552939	0.00226326	0.00138126	0.00174851	0.00227758	0.00136033	0.000584701	0.00290616	0.00236416	0.00540948	0.00800654	0.00257228	0.00694767	0.00388359	0.00169243	0.00168676	0.000869568	0.000649935	0.00311071	0.00681853	0.00616315	0.00367212	0.000364934	0.000150095	0.000214682	0.000432689	0.00284915	0.00141874	0.000598478	0.000776787	0.000124166	0.000562682	0.000435334	0.000103808	0.00190228	0.000290902	0.000434041	0.00117615	0.000261219	0.00107154	0.000944019	0.00109807	0.999839	0.999959	1.00004	1.00016	0.184147	3.740507e-06	0.00281862	0.18754	0.81246	0.997181	0.09772968
320	-18754.61	-18678.38	-76.22714	6.362344e+07	0.0039881	0.00363164	0.00246263	0.00574353	0.00219879	0.00125974	0.00205215	0.00237752	0.0012775	0.000463631	0.00296899	0.00173941	0.00528637	0.0070574	0.00188649	0.00595862	0.00324643	0.00151783	0.00207699	0.00119689	0.000455339	0.00338341	0.00601659	0.00576983	0.0030466	0.000360103	4.85221e-05	0.000214291	0.000259953	0.00259777	0.00125386	0.000602257	0.000513808	0.000147821	0.000415491	0.000532957	0.000279178	0.00162928	0.000312187	0.000558962	0.00149688	0.00013208	0.000996093	0.000933343	0.00121726	0.999841	0.99996	1.00004	1.00016	0.1798842	3.740507e-06	0.00254	0.184499	0.815501	0.99746	0.09156452
330	-18756.23	-18679.98	-76.2501	5.984936e+07	0.00418934	0.00373042	0.00256972	0.00527619	0.00183147	0.00141168	0.00183916	0.00251863	0.00124596	0.000585687	0.00315843	0.00174636	0.00539318	0.00656457	0.00211044	0.00699098	0.0033517	0.00199546	0.00139871	0.00127877	0.000698071	0.00339181	0.0061733	0.00628646	0.00268485	0.00046696	0.00014607	0.000252831	0.000243874	0.00325448	0.00160952	0.000602257	0.000345701	0.000412962	0.000267262	0.000308284	0.000146754	0.0022087	0.000461799	0.000474957	0.00112545	0.000206762	0.00101926	0.000891814	0.00105644	0.999836	0.999958	1.00004	1.00016	0.1792563	3.740507e-06	0.00250036	0.184046	0.815954	0.9975	0.09392349
340	-18754.54	-18678.32	-76.21874	6.339072e+07	0.00329212	0.00359946	0.0027416	0.00504709	0.00205372	0.00107998	0.00158792	0.00211357	0.00126907	0.000472412	0.00258137	0.00181813	0.00567756	0.00677914	0.00256397	0.00737356	0.00314565	0.00181301	0.00183411	0.00101578	0.000591082	0.00325635	0.00540575	0.00599908	0.00294446	0.000420896	0.000113776	0.000292816	0.00055761	0.0029848	0.00126222	0.00061072	0.000529549	0.000316898	0.000205415	0.000163645	0.000158692	0.00171574	0.000536309	0.000476454	0.00130038	0.000196871	0.00113459	0.000850062	0.000805527	0.999841	0.999959	1.00004	1.00016	0.1802333	3.740507e-06	0.0025622	0.18475	0.81525	0.997438	0.09068893
350	-18759.15	-18682.95	-76.19643	7.402899e+07	0.00346167	0.00381883	0.00247497	0.00558892	0.00155868	0.001061	0.00165071	0.00202041	0.00150312	0.000524052	0.00251606	0.00177406	0.00553798	0.00675835	0.00223818	0.00615152	0.00314565	0.00169394	0.00201261	0.000862403	0.000718187	0.00301853	0.00550174	0.0052856	0.00270151	0.000458154	3.57298e-05	0.000590176	0.000333915	0.0029848	0.00160912	0.000526034	0.000244058	0.000171184	0.000266811	0.000327583	0.000178404	0.00198798	0.000403207	0.00020269	0.00130038	0.000278529	0.00118607	0.000756405	0.00129652	0.999852	0.999962	1.00004	1.00015	0.1776526	3.740507e-06	0.00240071	0.182885	0.817115	0.997599	0.08871645
360	-18752.74	-18676.57	-76.16731	7.456924e+07	0.00363124	0.00336399	0.00225284	0.00480929	0.0017608	0.00119142	0.00157185	0.00206076	0.000994413	0.000415481	0.00268323	0.00176377	0.00456915	0.0070273	0.00227591	0.00559043	0.00280045	0.0017668	0.00205273	0.000821797	0.000683412	0.00322771	0.00579574	0.00578172	0.0029502	0.00036941	0.000281115	0.00025527	0.000452455	0.00289892	0.00120954	0.000675822	0.000328117	5.25711e-05	0.000275923	0.000468242	0.000209006	0.0014618	0.000403053	0.000160958	0.00114	0.000172684	0.00116002	0.000398538	0.00143191	0.999852	0.999962	1.00004	1.00015	0.1792162	3.740507e-06	0.00249784	0.184018	0.815983	0.997502	0.0856478
370	-18750.94	-18674.77	-76.17934	4.313883e+07	0.00375276	0.00318708	0.00255552	0.00539228	0.00205802	0.00108443	0.00155859	0.00191729	0.00110738	0.000328489	0.00268632	0.00156369	0.00475507	0.00654579	0.00200198	0.00555966	0.00331341	0.00200236	0.00172071	0.000784776	0.000715335	0.00294062	0.00579574	0.00590525	0.00276411	0.00043793	0.0003605	0.000417174	0.000550091	0.00262353	0.00138695	0.000842911	0.000288861	3.6654e-05	0.000266682	0.000510095	9.74696e-05	0.00166259	0.000405691	0.000537177	0.00151453	0.000318565	0.00119205	0.000768368	0.000788499	0.999807	0.999951	1.00005	1.00019	0.1776996	3.740507e-06	0.00240359	0.182919	0.817081	0.997596	0.087003
380	-18746.9	-18670.69	-76.20562	6.072362e+07	0.00382765	0.00349162	0.00234997	0.00510006	0.00164524	0.00120456	0.00170112	0.00224377	0.0013103	0.000647915	0.00269608	0.0018591	0.0056196	0.00654579	0.00216406	0.00613334	0.0027888	0.00158439	0.00181067	0.000969704	0.000708324	0.00307257	0.00620629	0.00615913	0.00345341	0.000479208	0.000106738	0.000284394	0.000202428	0.00285755	0.00137991	0.000646005	0.000484451	1.7541e-05	0.000355571	0.000458089	0.000107176	0.00186866	0.000364125	0.000412764	0.00126894	0.000299057	0.00116056	0.000768368	0.000900197	0.999837	0.999958	1.00004	1.00016	0.1768571	3.740507e-06	0.00235215	0.182306	0.817694	0.997648	0.08971518
390	-18756.12	-18679.85	-76.26509	7.982273e+07	0.00422621	0.00363391	0.00249208	0.00600304	0.00201931	0.00119519	0.00159259	0.00229115	0.00126339	0.000414068	0.00306893	0.0018591	0.00471365	0.00736052	0.00230673	0.00605659	0.00320249	0.00202749	0.00208643	0.00111615	0.00059415	0.00321717	0.00724494	0.00664569	0.00319014	0.000579911	0.000382734	0.000292445	0.000278269	0.00245944	0.00139555	0.000625595	0.000481825	5.08489e-05	0.000165377	0.000256607	0.00024632	0.00212923	0.000510239	0.000577981	0.00114643	0.000333781	0.00122052	0.00106944	0.00134652	0.999858	0.999964	1.00004	1.00014	0.1797768	3.740507e-06	0.0025332	0.184422	0.815578	0.997467	0.09537016
400	-18759.71	-18683.47	-76.23951	6.281351e+07	0.00452986	0.00350748	0.00236584	0.00502324	0.00212411	0.00122823	0.0016002	0.00209989	0.00110319	0.000515499	0.0031338	0.00194727	0.00575692	0.00717197	0.00205465	0.00629449	0.00389641	0.00187109	0.00164073	0.00100662	0.000442342	0.00290466	0.0062955	0.0062629	0.00354449	0.000499923	0.000196633	0.000296698	0.00044637	0.00238861	0.00110525	0.000572469	0.000426283	0.000104115	0.000246356	0.000247534	0.000262641	0.00149855	0.000451014	0.000435441	0.00150647	0.000220688	0.00119849	0.000717397	0.00170921	0.99984	0.999959	1.00004	1.00016	0.179384	3.740507e-06	0.00250839	0.184139	0.815861	0.997492	0.09285154
410	-18754.52	-18678.25	-76.27318	5.118083e+07	0.00418813	0.00389752	0.00276241	0.00617935	0.00212411	0.00112794	0.0016783	0.00252131	0.00138098	0.000431335	0.0032534	0.00196832	0.00557167	0.00703937	0.00239036	0.00586137	0.00350844	0.00173791	0.0020705	0.000725664	0.000551045	0.00351219	0.00683498	0.00659163	0.00323911	0.000566968	1.04986e-05	0.000427227	0.000418462	0.0028563	0.00149484	0.000546627	0.000466493	0.000189292	0.000553732	0.000207105	0.000226754	0.00165653	0.000411498	0.000501121	0.00151797	0.00018109	0.00108048	0.000938003	0.000804245	0.999822	0.999955	1.00005	1.00018	0.1795445	3.740507e-06	0.0025185	0.184254	0.815746	0.997481	0.09620259
420	-18757.27	-18680.96	-76.31317	8.270773e+07	0.00475052	0.0038435	0.00259758	0.00504003	0.00224397	0.00131702	0.00172974	0.0022882	0.00135782	0.00052144	0.0034282	0.00240193	0.00670916	0.0072555	0.00251624	0.00633182	0.00375835	0.0022078	0.00221699	0.00106952	0.000728031	0.00341879	0.00664989	0.00611654	0.00299649	0.000377182	1.95504e-05	0.000403432	0.000334453	0.0032216	0.00182377	0.000613987	0.000708064	0.000587356	0.000284312	0.000278023	0.000101358	0.00202799	0.000315693	0.000514094	0.00142109	0.000367164	0.0010699	0.000706379	0.00105069	0.99986	0.999965	1.00004	1.00014	0.1843438	3.740507e-06	0.00283189	0.18768	0.81232	0.997168	0.09972118
430	-18760.17	-18683.81	-76.3584	7.733312e+07	0.00475052	0.00433556	0.00277014	0.00653809	0.00241637	0.00162114	0.00213153	0.00263892	0.00151594	0.000443155	0.00348695	0.00220231	0.00548682	0.00763988	0.00230346	0.00678756	0.00340863	0.00192007	0.00226455	0.00104644	0.000614332	0.00326273	0.00715943	0.00707256	0.00347706	0.000506954	7.0758e-05	0.000511936	0.000172249	0.00278235	0.00139029	0.00091918	0.000616935	0.000332451	0.000273391	0.000350726	0.000341215	0.00217342	0.000445595	0.000768931	0.00143814	0.00027245	0.00108665	0.000955775	0.0015407	0.999855	0.999963	1.00004	1.00014	0.1843438	3.740507e-06	0.00283189	0.18768	0.81232	0.997168	0.1042442
440	-18751.34	-18675.02	-76.31974	7.045246e+07	0.00451316	0.00429499	0.00288644	0.00599997	0.00196404	0.00132694	0.00171964	0.00233392	0.00101669	0.000356883	0.00334267	0.00193916	0.00566065	0.00721664	0.00227292	0.00706072	0.00385782	0.00211775	0.00198083	0.0010031	0.000643434	0.00378657	0.00723386	0.00681425	0.00371388	0.00046378	2.32811e-05	0.000327678	0.000473607	0.00305719	0.00148071	0.000586513	0.000294724	0.000238352	0.00041351	0.00033614	0.000106561	0.00188375	0.000419756	0.000521228	0.00115297	0.000336879	0.00116744	0.000829009	0.00129755	0.999849	0.999961	1.00004	1.00015	0.1834484	3.740507e-06	0.00277184	0.187046	0.812954	0.997228	0.1004676
450	-18760.68	-18684.42	-76.26298	6.281611e+07	0.00366088	0.00417842	0.00219823	0.00600579	0.00131291	0.0011803	0.00207134	0.00219508	0.00127226	0.000451027	0.0033964	0.00203861	0.0055555	0.00668639	0.00231224	0.00709969	0.00322639	0.00184909	0.00172348	0.000923231	0.000652341	0.00308978	0.00719299	0.00638635	0.00329494	0.000433978	8.70538e-05	0.000221164	0.000238158	0.00306166	0.00141892	0.000545563	0.000542877	0.000536649	0.000324557	0.000208942	0.000162684	0.00183192	0.000444396	0.000685697	0.00125573	0.000199135	0.00119972	0.000796806	0.00087503	0.99984	0.999959	1.00004	1.00016	0.181125	3.740507e-06	0.0026194	0.18539	0.81461	0.997381	0.0950243
460	-18746.21	-18669.97	-76.24175	6.104046e+07	0.00412734	0.00343752	0.00264715	0.0049516	0.00203979	0.00127513	0.00167941	0.00222635	0.00125009	0.000355	0.002946	0.00189561	0.0055555	0.00703816	0.00233214	0.0068325	0.0035032	0.00177677	0.00196618	0.00106367	0.000758493	0.00319028	0.00631087	0.00578072	0.00310937	0.000287791	0.000362403	0.000267526	0.00047222	0.00318284	0.0013596	0.000875444	0.000314571	0.000181232	0.000345545	0.000299012	0.000118172	0.00191159	0.000399172	0.000445702	0.00124991	0.000321322	0.000873165	0.000796806	0.000866259	0.999837	0.999959	1.00004	1.00016	0.1803427	3.740507e-06	0.00256918	0.184829	0.815171	0.997431	0.09297914
470	-18754.01	-18677.82	-76.19671	5.025149e+07	0.0038526	0.00373138	0.00276889	0.00572737	0.00221048	0.00112921	0.00186378	0.00226111	0.00119761	0.000586908	0.00291873	0.00177865	0.00447805	0.00601113	0.00203385	0.00557023	0.00301608	0.00171476	0.00193047	0.00123616	0.000595222	0.00309934	0.00612355	0.00527543	0.00310937	0.000470336	1.20247e-05	0.000267526	0.000582918	0.0031792	0.00147915	0.000559146	0.000309976	0.000366695	0.000468575	0.000342802	6.67902e-05	0.00146155	0.000318896	0.00061585	0.00109235	0.000271406	0.00100061	0.000727656	0.000889356	0.999821	0.999954	1.00005	1.00018	0.1780653	3.740507e-06	0.00242613	0.183185	0.816815	0.997574	0.08870317
480	-18757.01	-18680.86	-76.14893	5.024222e+07	0.0033953	0.00307278	0.00240245	0.00433611	0.0012969	0.000900985	0.00195341	0.00182837	0.000770458	0.000485871	0.00300345	0.00137976	0.00499529	0.00686847	0.00240592	0.00587168	0.00301854	0.0019134	0.00144965	0.000748786	0.000558997	0.00290541	0.00589943	0.00594557	0.00304834	0.000300195	0.000463082	0.000214529	0.000250024	0.00234848	0.00131653	0.000708111	0.000404818	3.21657e-05	0.000257351	0.000351977	0.000193616	0.00184042	0.000408324	0.000523441	0.00130916	0.000186928	0.000899098	0.00045701	0.00110787	0.999821	0.999954	1.00005	1.00018	0.1770278	3.740507e-06	0.00236252	0.18243	0.81757	0.997637	0.08402846
490	-18748.43	-18672.3	-76.13127	5.65243e+07	0.00336502	0.00372476	0.00193446	0.00478278	0.00180712	0.000922219	0.00147001	0.00204551	0.000931401	0.000341544	0.0027209	0.00159507	0.00504124	0.00650487	0.00198805	0.00571167	0.00292215	0.00151121	0.00182986	0.000748786	0.000598113	0.00281683	0.00533214	0.00584243	0.00279996	0.000464179	0.00028077	0.000315324	0.000149848	0.00276375	0.00113911	0.000319583	0.000378703	0.000193625	0.000256452	0.000230867	0.000143055	0.001693	0.000361825	0.000712037	0.00110061	0.000212934	0.00116403	0.000725235	0.000740154	0.999831	0.999957	1.00004	1.00017	0.1733282	3.740507e-06	0.00214363	0.179714	0.820286	0.997856	0.08263319
500	-18745.39	-18669.29	-76.10757	6.041529e+07	0.00379447	0.00363122	0.00264623	0.00470198	0.0018373	0.00109811	0.00126181	0.0018258	0.000977434	0.000393372	0.00251133	0.00180969	0.00445334	0.00620094	0.00198805	0.00523413	0.00301794	0.00188731	0.00177155	0.000787185	0.000450568	0.0024954	0.00503627	0.00488238	0.00248732	0.000298234	0.000134385	0.000226646	0.000358185	0.00226257	0.00161442	0.00067494	0.000272953	0.000171266	0.000314886	0.000208404	0.000181627	0.00184875	0.000372015	0.000385064	0.00114014	0.000194895	0.000914406	0.000750441	0.000696135	0.999836	0.999958	1.00004	1.00016	0.1739373	3.740507e-06	0.00217882	0.180164	0.819836	0.997821	0.08020148
510	-18742	-18665.89	-76.1065	6.200362e+07	0.00344275	0.00312889	0.00198725	0.00414456	0.00179365	0.00118225	0.00150364	0.0017594	0.00105293	0.000418401	0.00249417	0.00142535	0.00530432	0.00605557	0.00230063	0.00529452	0.00303357	0.00140695	0.00181582	0.000797399	0.00050739	0.00314064	0.00582181	0.00479977	0.00265712	0.000541631	0.000118405	0.000253503	0.000260947	0.0023368	0.00127781	0.000480614	0.000329603	0.000154903	0.000314886	0.000366082	0.000115775	0.00155665	0.000391706	0.000311706	0.00129351	0.000189621	0.000930671	0.000731101	0.000782113	0.999838	0.999958	1.00004	1.00016	0.1748175	3.740507e-06	0.00223026	0.180813	0.819187	0.99777	0.0800068
520	-18750.43	-18674.3	-76.12994	5.195848e+07	0.00392914	0.00397579	0.00259172	0.00414038	0.00183348	0.00129002	0.0014142	0.00168452	0.00119775	0.000418401	0.00299236	0.00153261	0.00473767	0.00631588	0.00183877	0.00472482	0.00303543	0.00171496	0.00192313	0.000850327	0.00064633	0.00320539	0.0055358	0.00533695	0.00251177	0.000321097	0.000130858	0.000249201	0.000383412	0.00272675	0.00100545	0.000515302	0.000370232	0.000206743	0.000285205	0.000352116	0.00012277	0.0014493	0.000368166	0.000653197	0.00113093	0.00033455	0.000863442	0.000609486	0.000883849	0.999824	0.999955	1.00004	1.00018	0.174932	3.740507e-06	0.002237	0.180897	0.819103	0.997763	0.08233966
530	-18742.49	-18666.42	-76.07435	4.773494e+07	0.00381459	0.00291092	0.00230621	0.00456451	0.00150163	0.00106411	0.00161444	0.0018507	0.00120458	0.00041095	0.00247795	0.00151883	0.00477841	0.00573543	0.00146398	0.00519752	0.00304131	0.00148272	0.00157645	0.000731303	0.000366735	0.00266488	0.00532157	0.00478337	0.00263084	0.00033681	7.44024e-05	0.000201755	0.000298318	0.00214528	0.00120402	0.000477996	0.000369254	3.58958e-05	0.00045899	0.000251757	8.90675e-05	0.00153539	0.000552896	0.000391335	0.0010701	0.000146786	0.000929049	0.00057613	0.00102569	0.999816	0.999953	1.00005	1.00018	0.1708847	3.740507e-06	0.00200586	0.177897	0.822103	0.997994	0.07718487
540	-18748.54	-18672.52	-76.01354	4.070877e+07	0.00289483	0.00285696	0.00201288	0.00473121	0.00161127	0.00107942	0.00117694	0.00196907	0.000816984	0.000146261	0.00222049	0.00115497	0.00459496	0.00524064	0.0017277	0.00450336	0.00223836	0.00138223	0.00151066	0.00072547	0.00058636	0.00257162	0.00460872	0.00449912	0.00266003	0.000415332	1.98023e-05	0.000200218	0.000414573	0.0023479	0.00106889	0.000381596	0.000269892	2.87898e-05	0.000322812	0.000187604	9.59212e-05	0.00129447	0.000315042	0.000373538	0.00105048	0.000201303	0.000950049	0.000804944	0.00101232	0.999801	0.999949	1.00005	1.0002	0.1691647	3.740507e-06	0.0019121	0.176607	0.823393	0.998088	0.07127598
550	-18741.54	-18665.51	-76.03455	3.572988e+07	0.00399467	0.00288099	0.00201668	0.00419625	0.00156897	0.000938496	0.00130123	0.00159284	0.000817262	0.000356715	0.00259894	0.00173941	0.00450994	0.00540801	0.00175488	0.00486564	0.00287194	0.00132335	0.00133048	0.000835257	0.000497012	0.00224957	0.00506245	0.00471884	0.0024564	0.000249956	3.82292e-06	9.52783e-05	0.000490482	0.00207146	0.00114612	0.000378338	0.000278987	0.000122281	0.000222168	0.000169214	0.000124646	0.00150611	0.000306446	0.000413453	0.00115635	0.000118296	0.00108093	0.000529367	0.00101232	0.999787	0.999945	1.00005	1.00021	0.1693099	3.740507e-06	0.00191992	0.176716	0.823284	0.99808	0.07336226
560	-18745.21	-18669.15	-76.06354	3.029911e+07	0.00327797	0.00276533	0.00210001	0.00403929	0.00175721	0.000880037	0.00133792	0.00179505	0.000832844	0.000435214	0.00288309	0.00179114	0.00442213	0.0060331	0.00189788	0.0051721	0.0029241	0.00149533	0.00169514	0.000847893	0.000584747	0.00267213	0.00468811	0.00469137	0.00309785	0.000298207	8.18906e-06	0.000197821	0.000355576	0.00199763	0.00114612	0.000585617	0.000315048	0.000146567	0.000265338	0.000369706	0.000293479	0.00160138	0.000321041	0.000268504	0.00130263	0.000214042	0.000715261	0.000775436	0.000881597	0.999769	0.999941	1.00006	1.00023	0.170164	3.740507e-06	0.00196625	0.177358	0.822642	0.998034	0.07617616
570	-18743.06	-18667	-76.0588	2.693298e+07	0.00345505	0.00304134	0.00211987	0.00417243	0.00136706	0.000977251	0.00149961	0.00139914	0.000922494	0.00034044	0.00203502	0.00134216	0.00483358	0.00608015	0.00194783	0.00513402	0.00272624	0.00179582	0.00135748	0.000847749	0.000584747	0.00272224	0.0048354	0.00538108	0.00238243	0.000413214	1.31629e-05	0.000344825	0.000199234	0.00259395	0.00147625	0.000588959	0.000291887	0.000221096	0.000205292	0.000305089	0.000140556	0.00136838	0.000437816	0.000323452	0.00111868	0.000149969	0.000829543	0.00030606	0.000942768	0.999755	0.999937	1.00006	1.00025	0.1714826	3.740507e-06	0.00203907	0.178343	0.821657	0.997961	0.07557083
580	-18752.25	-18676.21	-76.03981	2.613452e+07	0.00290686	0.0028451	0.00234079	0.00417603	0.00144619	0.000913758	0.00139802	0.00170403	0.000778562	0.000186491	0.00226921	0.00131569	0.00374451	0.00510866	0.00235577	0.00538108	0.0028393	0.00156492	0.00140439	0.000729923	0.000720631	0.0029721	0.00500161	0.00494862	0.00243521	0.000394863	0.000218484	9.16722e-05	0.000374602	0.00232246	0.00154123	0.000496178	0.000247233	4.42853e-05	0.000200074	0.000255198	0.000239444	0.00132563	0.00042255	0.000379197	0.00107289	0.000229873	0.000742728	0.00044716	0.00121545	0.999751	0.999936	1.00006	1.00025	0.1707068	3.740507e-06	0.00199604	0.177764	0.822236	0.998004	0.07374867
590	-18740.03	-18664.01	-76.01846	2.200727e+07	0.00353827	0.00311598	0.00182089	0.00415836	0.00162732	0.000967094	0.00144573	0.00156693	0.000997865	0.000324602	0.00206755	0.00122591	0.00457377	0.0051523	0.00170559	0.00492554	0.00271397	0.00141561	0.0013125	0.00074706	0.000580773	0.00203565	0.00500161	0.00463919	0.00213865	0.000289052	0.00027831	0.000264014	0.000355669	0.00208663	0.00124576	0.000431403	0.000285816	2.42241e-05	0.00034977	0.000410826	0.00010118	0.00128843	0.00031074	0.000528219	0.000871583	0.000279539	0.000791541	0.000590213	0.00105845	0.999729	0.999931	1.00007	1.00027	0.1704412	3.740507e-06	0.00198143	0.177565	0.822435	0.998019	0.07164009
600	-18739.72	-18663.65	-76.07287	2.888486e+07	0.00353519	0.0029897	0.00257733	0.00417525	0.00158425	0.000903318	0.00144573	0.00197668	0.000842793	0.000314931	0.00271148	0.00147144	0.00436514	0.00583375	0.00167006	0.00500468	0.00274061	0.00171055	0.00144035	0.000916582	0.000492898	0.00250852	0.00579314	0.00529131	0.00261498	0.000315597	0.000414203	0.00027128	0.000273837	0.00247264	0.00113152	0.000533371	0.000314548	2.99556e-05	0.000288867	0.00016044	0.00017756	0.00152763	0.000371114	0.000309611	0.00120963	0.000179327	0.000801912	0.000773327	0.000636766	0.999764	0.999939	1.00006	1.00024	0.1702175	3.740507e-06	0.00196917	0.177398	0.822602	0.998031	0.0771038
610	-18749.05	-18672.98	-76.06921	3.141095e+07	0.00388516	0.00284151	0.00201618	0.00472053	0.00171877	0.000819771	0.00147136	0.00159995	0.00100837	0.000378835	0.00244137	0.00171327	0.00462203	0.00654171	0.00204968	0.00432108	0.00257964	0.0015907	0.00161094	0.000848949	0.000391597	0.00228958	0.00546883	0.00510857	0.00229939	0.000296635	0.000174667	0.000507953	0.000368348	0.00213723	0.00138751	0.000566034	0.000344239	2.31276e-06	0.000254891	0.000326159	0.000129465	0.00132691	0.000241788	0.000212745	0.00125141	0.000148056	0.000976733	0.000516699	0.000852854	0.999773	0.999942	1.00006	1.00023	0.1739881	3.740507e-06	0.00218177	0.180202	0.819798	0.997818	0.07636041
620	-18748.49	-18672.46	-76.03152	2.356555e+07	0.00335768	0.00305672	0.0016721	0.00445241	0.00160434	0.000855038	0.00118214	0.0016645	0.00100212	0.000453467	0.00253967	0.00127591	0.0043909	0.00577706	0.00190796	0.00456084	0.00282668	0.00120911	0.00161094	0.000798942	0.000454376	0.00297269	0.00460735	0.00445001	0.0024904	0.000403065	0.000111479	0.000357507	0.000464011	0.00255427	0.00106703	0.000264457	0.000350795	8.74856e-05	0.000372502	8.27265e-05	0.000155281	0.00141945	0.000389381	0.000496958	0.00110365	9.4909e-05	0.000777341	0.000494574	0.000775027	0.999738	0.999933	1.00007	1.00026	0.169956	3.740507e-06	0.00195491	0.177202	0.822798	0.998045	0.07299525
630	-18752.61	-18676.62	-75.992	2.111852e+07	0.00301996	0.00321959	0.0017782	0.00434115	0.00187104	0.00101921	0.00105395	0.00153275	0.000744213	0.000372519	0.00228914	0.00157618	0.00390354	0.00561236	0.00164052	0.00423688	0.00220899	0.00118934	0.00115234	0.000726796	0.000494154	0.00231677	0.00414839	0.00415644	0.00216376	0.000384643	0.000261447	0.000189031	0.000599283	0.00235289	0.00129848	0.000621404	0.000267299	3.69771e-05	0.000372502	9.19324e-05	0.000171564	0.00126983	0.000311954	0.000351552	0.0012529	0.00027581	0.000856773	0.000565292	0.000789025	0.999723	0.999929	1.00007	1.00028	0.1695012	3.740507e-06	0.00193023	0.17686	0.82314	0.99807	0.0690888
640	-18735.43	-18659.42	-76.01041	1.77943e+07	0.00343974	0.00294486	0.00172602	0.00446557	0.00133898	0.000802021	0.00123228	0.00178795	0.000950709	0.000344022	0.00261418	0.00140361	0.0040861	0.00529537	0.00153933	0.00469501	0.00250034	0.00137827	0.00178517	0.000569643	0.000413423	0.00245269	0.0047469	0.00448285	0.00241766	0.000380491	0.00014837	0.000354252	0.000312532	0.00215688	0.00105098	0.000475866	0.000413548	0.000124751	0.000390415	0.000293188	8.26413e-05	0.00139093	0.000309831	0.000445566	0.00101917	0.000165922	0.000694533	0.00050822	0.000836001	0.999699	0.999923	1.00008	1.0003	0.1691271	3.740507e-06	0.00191008	0.176579	0.823421	0.99809	0.07096677
650	-18736.98	-18674.29	-62.69043	1.438042e+07	0.00369863	0.00306203	0.00230793	0.00411871	0.00168612	0.000953633	0.00130202	0.00176874	0.00125126	0.000428746	0.00215067	0.00136627	0.00435666	0.00573975	0.00157669	0.00500106	0.00238653	0.00147493	0.00167689	0.00077604	0.000411639	0.00254303	0.00481876	0.00463299	0.00242155	0.000366161	0.00019129	0.000444132	0.0002685	0.00241038	0.000967837	0.000590605	0.000381529	0.000110409	0.000314829	0.000245456	0.000322439	0.00140493	0.000421485	0.000379819	0.0011673	6.69294e-05	0.000842119	0.00068431	0.000830503	0.999665	0.999914	1.00009	1.00034	0.1713543	1.649748e-05	0.00203191	0.178248	0.821752	0.997968	0.07432223
660	-18731.95	-18667.49	-64.46053	1.435221e+07	0.00377702	0.00319901	0.00193515	0.00419303	0.00134037	0.000944789	0.00154801	0.00150182	0.00107515	0.000290472	0.00241313	0.00131512	0.00402837	0.00610192	0.00158152	0.00517279	0.00273298	0.00128093	0.00177367	0.000966696	0.000534983	0.0026014	0.00526979	0.0049602	0.00282107	0.000397853	0.000300669	0.000159519	0.000171012	0.00236256	0.00133084	0.000463727	0.000348396	5.16247e-06	0.000197902	0.000262052	0.000186724	0.00148799	0.000303062	0.000321697	0.00111759	0.000184522	0.000864356	0.000533601	0.00102027	0.999665	0.999914	1.00009	1.00034	0.1705616	1.356662e-05	0.00198804	0.177655	0.822345	0.998012	0.0753789
