Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	pi_alpha	pis[1]	pis[2]	pis[3]	pis[4]	TL
2310	-18621.27	-18662.35	41.07999	0.00377226	0.00279683	0.00218759	0.00455122	0.00137748	0.000827863	0.00151105	0.00195933	0.0010907	0.000307309	0.00197686	0.00153009	0.00420011	0.00620278	0.00177785	0.00538502	0.00277868	0.00151913	0.00132281	0.000628646	0.000578777	0.00276334	0.00550469	0.00506664	3.04844e-05	0.000254313	0.00112977	0.00139746	0.000204385	0.000127439	0.00255164	0.000353594	0.000967419	0.000413047	0.000381623	0.000253219	0.00264133	0.000567436	0.00123441	0.000305703	0.000119803	0.000227803	0.000431756	0.00065416	0.000898827	0.1718599	0.00206019	0.178624	0.821376	0.99794	0.07676269
2320	-18622.94	-18664.07	41.12472	0.00353388	0.0028407	0.00177349	0.00440789	0.00162809	0.00104027	0.00155185	0.00148366	0.000885907	0.00030766	0.00228276	0.00134235	0.00486409	0.00512076	0.00198899	0.00451947	0.0024647	0.00131746	0.00173588	0.000756035	0.000610846	0.00253584	0.00543801	0.00459821	4.82161e-05	0.000264995	0.0010202	0.00109961	0.000174144	9.39051e-05	0.00260533	0.000457306	0.000723591	0.000530745	0.000341699	0.000229254	0.00222801	0.000392769	0.00104257	0.000261746	0.000120862	0.000141676	0.00030845	0.000712797	0.000728527	0.1692061	0.00191433	0.176638	0.823362	0.998086	0.07255517
2330	-18617.61	-18658.73	41.11677	0.00363763	0.00290554	0.00208428	0.00476255	0.00157827	0.000999183	0.0015331	0.00166938	0.00101857	0.000343129	0.00210949	0.00135057	0.00416953	0.00533052	0.00162479	0.00482581	0.00271012	0.00173128	0.00158441	0.000914636	0.000436269	0.00236773	0.00433601	0.00484354	0.00033589	0.000346931	0.0010202	0.00150992	0.000336781	9.60382e-05	0.00249329	0.000321241	0.000829385	0.000422244	0.000212047	0.000242814	0.00222801	0.000372502	0.0013113	0.000221549	0.00022402	2.997e-05	0.000408392	0.000523847	0.000806729	0.171108	0.00201822	0.178064	0.821936	0.997982	0.07315943
2340	-18621.16	-18662.27	41.11294	0.00338023	0.00300511	0.0019453	0.00441965	0.00170591	0.000909059	0.00134286	0.00192628	0.00105024	0.000504939	0.00215056	0.00135168	0.00398635	0.00533052	0.00183196	0.00508449	0.00273204	0.00173128	0.00120328	0.000888035	0.000456789	0.00236468	0.00556318	0.00478483	0.000151932	0.000275469	0.00100655	0.00151632	0.000254127	0.000307675	0.00243778	0.000323025	0.000580656	0.00044213	0.00026811	0.000242287	0.00219587	0.000591545	0.00110731	0.000225995	0.000238527	7.25951e-05	0.000210936	0.000577642	0.000922315	0.1705549	0.00198767	0.17765	0.82235	0.998012	0.07359805
2350	-18621.86	-18662.99	41.12424	0.00311371	0.00273227	0.00210012	0.00444132	0.00157341	0.00077565	0.00137482	0.00203805	0.00092609	0.000538414	0.0021341	0.00139381	0.00483022	0.0055503	0.00177763	0.00435483	0.00277012	0.00144885	0.00157279	0.000786163	0.000551435	0.00247587	0.00469652	0.00435895	0.000169486	0.000307749	0.00101354	0.00138738	0.000282346	0.000118945	0.00240378	0.000263819	0.000948287	0.000555008	0.000453233	0.000302056	0.0019808	0.000577011	0.0010789	0.00025292	0.000235689	2.73187e-05	0.000281133	0.000632237	0.000841769	0.1709467	0.00200928	0.177943	0.822057	0.997991	0.07242886
2360	-18622.63	-18663.72	41.0935	0.00354342	0.00317483	0.00208781	0.00450908	0.00169262	0.000987804	0.00136792	0.00169824	0.000941183	0.000407858	0.00220772	0.00142547	0.00483281	0.00562224	0.00234529	0.00539485	0.00273956	0.00137448	0.00145943	0.000687295	0.000559692	0.00287191	0.0048436	0.00463548	0.000169486	0.000399557	0.00146883	0.00142356	0.000293613	6.94205e-05	0.00229273	0.000330015	0.000856487	0.000422765	0.000430886	0.00020455	0.00210981	0.000578288	0.000956925	0.00027587	0.000146842	8.39531e-05	0.000504962	0.000631836	0.000560041	0.1697677	0.00194467	0.17706	0.82294	0.998055	0.07562101
2370	-18623.35	-18664.4	41.04462	0.00377579	0.00307906	0.00208611	0.0047306	0.00196278	0.000917063	0.0015332	0.00187362	0.00106656	0.000413751	0.0026891	0.0014509	0.0051123	0.00608697	0.00174043	0.00473885	0.00286639	0.0015483	0.00163312	0.00085525	0.000459526	0.00264297	0.00591148	0.0052964	0.000200277	0.000373832	0.00125326	0.00166006	0.000348834	0.000112713	0.00286966	0.000330015	0.000689405	0.000303513	0.000361876	0.000430246	0.00277112	0.000493859	0.00137716	0.000313594	0.000196741	3.23265e-05	0.000407906	0.00042252	0.000693171	0.1737341	0.00216704	0.180014	0.819986	0.997833	0.08011262
2380	-18628.08	-18669.12	41.04772	0.00366416	0.00316348	0.00212995	0.00456568	0.0016876	0.000920302	0.00166099	0.00140889	0.000885892	0.000340704	0.00289453	0.0018792	0.00395047	0.00640596	0.00219309	0.00525607	0.00297614	0.00184415	0.00177243	0.00092998	0.000596386	0.00278982	0.00508791	0.00525916	0.000274849	0.000381187	0.00133908	0.00137733	0.000245801	0.000120054	0.00230584	0.000409268	0.000853747	0.000614527	0.000274047	0.000302641	0.0022539	0.000670327	0.0012909	0.000238056	0.000261208	8.31015e-05	0.000330891	0.000788493	0.000895935	0.176021	0.00230172	0.181695	0.818305	0.997698	0.07957412
2390	-18626.96	-18668	41.03507	0.00381665	0.00325515	0.00238838	0.00455172	0.00153148	0.00109767	0.00166099	0.00195806	0.00091433	0.000454369	0.00274861	0.00179484	0.00496154	0.00553325	0.00190469	0.00523679	0.00271847	0.00180126	0.00209852	0.00102397	0.000560423	0.00270262	0.00475741	0.00519316	0.00018013	0.000292778	0.00135151	0.00158803	0.000192505	0.000148425	0.00270551	0.000469387	0.000986698	0.000607732	0.000615287	0.000212938	0.00246872	0.000668183	0.00126951	0.000345977	0.000229043	0.000135738	0.000242518	0.000654872	0.00101919	0.1739143	0.00217749	0.180147	0.819853	0.997823	0.08104902
2400	-18631.85	-18672.9	41.05326	0.00387697	0.00329212	0.00204229	0.00509116	0.00146815	0.000945687	0.001608	0.00195281	0.00086296	0.000428562	0.00272121	0.0016641	0.00442933	0.0052994	0.00206558	0.00502501	0.00302497	0.00127625	0.00152401	0.000844014	0.000652056	0.0026416	0.00496919	0.0055656	0.000214352	0.000543356	0.000960349	0.00163674	0.000203635	0.000215532	0.00275685	0.000275837	0.00105905	0.000412775	0.000370913	0.000242706	0.00233222	0.000668183	0.00150643	0.000303231	0.000301505	2.4642e-05	0.000328034	0.000472785	0.000831495	0.1769013	0.00235483	0.182338	0.817662	0.997645	0.07893166
2410	-18629.63	-18670.64	41.0087	0.00388034	0.00314841	0.002328	0.00450505	0.00190729	0.00104883	0.00130381	0.00214258	0.0010032	0.000405097	0.00261498	0.00157511	0.00472444	0.00597568	0.00250402	0.00573542	0.00256297	0.00154069	0.00207328	0.000765864	0.000417117	0.00279524	0.00599883	0.00550095	0.000130807	0.000468893	0.00133453	0.00155088	0.000287144	9.78205e-05	0.00311373	0.000601346	0.000921943	0.000538887	0.000337551	0.000158367	0.00276389	0.00061273	0.00132253	0.000232166	0.000275591	0.000236062	0.000296248	0.000773777	0.0012418	0.1732395	0.00213854	0.179648	0.820351	0.997861	0.08375392
2420	-18631.19	-18672.21	41.02175	0.00374604	0.00342092	0.00213565	0.00433669	0.00172173	0.000983035	0.00144079	0.00184741	0.00136428	0.000467897	0.00237301	0.00180996	0.00476618	0.00607458	0.00190708	0.00497034	0.00349804	0.00173292	0.00177296	0.000788418	0.000497557	0.00264442	0.0054347	0.00541692	0.000285496	0.000428557	0.00156334	0.00155088	0.000198403	0.000154369	0.00320897	0.000422373	0.00094283	0.000242778	0.000297224	0.000468807	0.00284698	0.000575007	0.00115013	0.000458768	0.000304973	4.5864e-05	0.000486033	0.00065979	0.000819525	0.1751029	0.00224708	0.181022	0.818978	0.997753	0.08226262
2430	-18624.99	-18666.05	41.05254	0.00306366	0.00343972	0.00236339	0.0044635	0.00151902	0.00102632	0.00161228	0.00189127	0.00118399	0.000390068	0.00258424	0.0018972	0.00429171	0.00589165	0.00212182	0.00557232	0.00285459	0.00149639	0.00147665	0.000811967	0.000552133	0.00275467	0.00538376	0.00479488	0.000309207	0.000271473	0.00138437	0.0017662	0.000244869	0.000243042	0.00267734	0.000530495	0.000887363	0.000339222	0.000248525	0.000540785	0.00223536	0.000546689	0.00115506	0.000234139	0.000131084	1.83404e-06	0.000362453	0.000707244	0.000969008	0.1747122	0.00222406	0.180735	0.819265	0.997776	0.07922296
2440	-18628.48	-18669.54	41.05682	0.00388454	0.0031165	0.00196311	0.00492887	0.0018733	0.00139662	0.00146026	0.00164652	0.000982451	0.000329064	0.00258424	0.00131045	0.00411849	0.00539526	0.00176305	0.00541613	0.00299535	0.00169992	0.00151239	0.00106351	0.000456239	0.0029041	0.00528167	0.00532983	0.000309207	0.000327556	0.00124154	0.00149044	0.00010994	0.000268419	0.00249391	0.000269534	0.000997097	0.000556285	0.000322678	0.000263048	0.00251667	0.000501281	0.00138372	0.00030607	0.000209451	4.65842e-05	0.000230884	0.00040606	0.00113249	0.1747122	0.00222406	0.180735	0.819265	0.997776	0.07879473
2450	-18638.38	-18679.39	41.01202	0.00346896	0.00335463	0.00224538	0.00432153	0.00190217	0.00112172	0.00165787	0.00171437	0.000846171	0.000336511	0.00297719	0.00173085	0.00479269	0.00639252	0.00256999	0.00567437	0.00349312	0.0020833	0.00189903	0.000909177	0.000614181	0.00284609	0.00589836	0.0043988	5.25766e-05	0.000284061	0.00133458	0.00156369	7.23911e-05	0.000158763	0.0029499	0.000343621	0.000997097	0.000512655	0.000262781	0.000275273	0.00275983	0.000519393	0.00112416	0.00043433	0.000374697	0.000104194	0.000566649	0.000461655	0.00102043	0.1732434	0.00213876	0.179651	0.820349	0.997861	0.08342168
2460	-18625.43	-18666.53	41.10412	0.00353529	0.00318699	0.0021501	0.00456203	0.00113213	0.000974478	0.00150757	0.00177769	0.000898097	0.000332317	0.00251887	0.00144115	0.00384575	0.00523955	0.00183157	0.0055003	0.00280043	0.00145864	0.00144555	0.000684924	0.000502913	0.00260815	0.00493631	0.00510646	0.000216354	0.00027873	0.00115685	0.00138331	8.6084e-05	0.000241986	0.00274183	0.00031681	0.000836285	0.000361662	0.000181918	0.000242586	0.00224539	0.000447634	0.00127215	0.000253818	0.000191883	8.74781e-05	0.00042733	0.000265479	0.00120757	0.1711577	0.00202098	0.178101	0.821899	0.997979	0.0744204
2470	-18629.7	-18670.81	41.11001	0.00383678	0.00293867	0.00199839	0.00459889	0.00163639	0.000650373	0.00145454	0.00177769	0.000932153	0.000296589	0.00251887	0.00139409	0.00426155	0.00517463	0.00203568	0.00504385	0.00273481	0.00159771	0.00121233	0.000900922	0.000510478	0.0026391	0.00432403	0.00439206	0.000187264	0.00025778	0.00143153	0.00150259	0.0002263	0.000183809	0.00262465	0.000523946	0.000803784	0.000408113	0.000383161	0.000329785	0.00211101	0.000577388	0.000974691	0.000324918	0.000270113	0.000216936	0.000238306	0.000519728	0.000881777	0.171087	0.00201706	0.178048	0.821952	0.997983	0.07383815
2480	-18627.15	-18668.26	41.11391	0.00388226	0.00335522	0.00193751	0.00424696	0.00155679	0.0009107	0.00167262	0.00186609	0.000739534	0.000487401	0.0023414	0.00153063	0.00429783	0.00519471	0.00186864	0.00458229	0.0025232	0.00156243	0.00136266	0.000992811	0.000473238	0.00251043	0.00432403	0.00475111	0.000133056	0.000354447	0.00116046	0.00153081	0.000149038	0.000194197	0.00268755	0.000216296	0.000803784	0.000301534	0.000323555	0.000239983	0.00231687	0.000555876	0.0012354	0.000334286	8.41179e-05	0.00012594	0.000268742	0.00072036	0.000799756	0.1705055	0.00198496	0.177613	0.822387	0.998015	0.07350655
2490	-18616.77	-18657.91	41.13586	0.00318237	0.00300603	0.00172152	0.00377428	0.0014855	0.00101714	0.00133962	0.00169226	0.00101999	0.000413254	0.00232505	0.001544	0.00412374	0.00522774	0.00187102	0.00498443	0.00311514	0.00132412	0.00145997	0.000684846	0.00052168	0.00229075	0.00486435	0.00462575	2.69626e-05	0.000280364	0.000966763	0.0012995	0.000112625	0.000201926	0.00268755	0.000360069	0.000756264	0.000281588	0.000305993	0.000316176	0.0022099	0.000654488	0.0010338	0.00024593	0.000181687	6.12379e-05	0.000179464	0.000739557	0.00101387	0.1683185	0.00186696	0.175969	0.824031	0.998133	0.07153029
2500	-18612.27	-18653.43	41.15429	0.00336689	0.00326789	0.00190019	0.00393855	0.00145946	0.000867503	0.00130076	0.00158847	0.000874763	0.000418707	0.00196547	0.00142944	0.00421518	0.00564692	0.00158479	0.00429102	0.00259339	0.00129194	0.00148917	0.000752442	0.000511822	0.00232333	0.00473433	0.00450102	2.54309e-05	0.000291067	0.00103469	0.00120316	0.000136539	0.000327624	0.00210419	0.000308124	0.000740045	0.000545053	0.000244356	0.0002485	0.00218788	0.000467854	0.00103424	0.000255641	0.000152131	0.000180667	0.000356292	0.000617324	0.000801098	0.1694297	0.00192637	0.176806	0.823194	0.998074	0.06957534
2510	-18622.6	-18663.74	41.14018	0.00351104	0.00262114	0.00199306	0.00381713	0.00131232	0.000855216	0.00149448	0.00169737	0.000874763	0.000246899	0.00210686	0.00151654	0.00433316	0.00595755	0.00172807	0.00522666	0.00230626	0.00126457	0.00174441	0.000752442	0.00044332	0.00235619	0.00450362	0.00459108	5.56674e-05	0.000355999	0.000904418	0.00163645	5.73832e-05	0.000242813	0.00275348	0.000417423	0.000663465	0.000191934	0.00020557	0.000194513	0.00212746	0.000373207	0.0013216	0.000276448	0.000166615	1.11017e-05	0.000374819	0.000647333	0.000888224	0.1680951	0.00185514	0.1758	0.8242	0.998145	0.07112007
2520	-18626.54	-18667.59	41.04692	0.00377776	0.00315213	0.00199514	0.00476362	0.00179456	0.00113591	0.00174978	0.00207377	0.000967206	0.000439862	0.00239582	0.00156175	0.0050599	0.00620502	0.00224537	0.00510639	0.00256547	0.00145571	0.00157379	0.000877573	0.000466348	0.00282338	0.00554407	0.00513005	0.000100626	0.000335994	0.00104161	0.00162993	9.57847e-05	0.000273026	0.00279238	0.000304861	0.000859245	0.000431491	0.000234307	0.000205317	0.0025089	0.000424945	0.00153342	0.000310003	0.000279953	7.39756e-06	0.000139699	0.000826087	0.000785497	0.1727498	0.00211053	0.179286	0.820714	0.997889	0.07998086
2530	-18627.63	-18668.68	41.04771	0.00367607	0.00335377	0.00189774	0.00506205	0.00202019	0.000912656	0.00178503	0.00182639	0.000954603	0.000366352	0.00265824	0.0015664	0.00424799	0.0061429	0.00185529	0.00510335	0.00318593	0.00140187	0.00178491	0.000981056	0.000519209	0.00247581	0.00573663	0.0052492	0.000275288	0.000403258	0.00120604	0.00147013	0.00012919	0.000215497	0.00241283	0.000334499	0.000833381	0.00066342	0.000569175	0.000319425	0.00212281	0.00059776	0.00136715	0.000209781	0.000268761	3.51021e-05	0.000335678	0.000530291	0.000785535	0.173283	0.00214103	0.179681	0.820319	0.997859	0.07984865
2540	-18624.43	-18665.49	41.05809	0.00356771	0.00337664	0.00191741	0.00477868	0.0014675	0.000805768	0.00154105	0.00184141	0.000976121	0.000431402	0.0022437	0.00170968	0.00476845	0.00558005	0.0020773	0.00550726	0.00274754	0.00135037	0.00175452	0.000961217	0.000456997	0.00294254	0.0053747	0.00507633	0.000323155	0.000365936	0.0013233	0.00195168	0.000106422	0.000218156	0.00247548	0.000251319	0.000895585	0.000449732	0.000201806	0.000198175	0.00256509	0.000550004	0.00136715	0.000436128	0.00011878	1.71658e-06	0.000207286	0.000588528	0.000896824	0.1739174	0.00217766	0.18015	0.81985	0.997822	0.0787466
2550	-18635.37	-18676.44	41.0652	0.00356885	0.00333984	0.00196635	0.00439347	0.00165914	0.00102725	0.00139481	0.00158861	0.00112063	0.000477061	0.00257576	0.00202307	0.00375228	0.00548905	0.00148181	0.00533865	0.00270205	0.00133556	0.00185744	0.000777373	0.000407777	0.00265452	0.00495882	0.00520582	0.000149569	0.000341031	0.00144269	0.00145063	0.000318057	0.000192887	0.00262213	0.000403758	0.000858121	0.000352669	0.00036427	0.000247531	0.00310092	0.000506143	0.00135805	0.000273294	0.000179113	0.000209515	0.000321009	0.000831591	0.00132015	0.1748898	0.00223451	0.180866	0.819134	0.997765	0.07793912
2560	-18623.88	-18664.98	41.09348	0.00298643	0.00344345	0.00218415	0.00437372	0.00180088	0.000689147	0.00136807	0.00164627	0.000936189	0.000413491	0.00252881	0.00146809	0.00451718	0.00548403	0.00166458	0.00491018	0.00264174	0.00158673	0.00149428	0.000927441	0.000435633	0.00266731	0.00489894	0.0052811	4.69966e-05	0.000250171	0.00119001	0.00152776	0.000156218	0.000248127	0.00274721	0.00041705	0.000798004	0.000281713	0.000451786	0.000262896	0.00220238	0.000631384	0.00145762	0.000165856	0.000179113	0.00015264	0.000215804	0.000697528	0.00120895	0.1696223	0.00193679	0.176951	0.823049	0.998063	0.07563705
2570	-18627.44	-18668.52	41.0755	0.00397466	0.00294439	0.00180597	0.00439916	0.00170732	0.000789781	0.00160511	0.00174893	0.000777058	0.000316619	0.00210938	0.0016027	0.00420557	0.00608202	0.00203758	0.00476204	0.00295515	0.0013361	0.00152137	0.000874246	0.000502926	0.00264534	0.00503059	0.00585509	1.22955e-05	0.000206242	0.00121825	0.00139807	0.000210659	0.000256109	0.00286512	0.0003829	0.000918459	0.000448888	0.000429302	0.000275011	0.0025963	0.000680131	0.00121652	0.000415601	0.000196724	2.87018e-05	0.000222545	0.000738003	0.000931052	0.1716153	0.00204649	0.178442	0.821558	0.997954	0.07723597
2580	-18631.81	-18672.89	41.07463	0.00340695	0.00315967	0.0019045	0.0047753	0.00160446	0.00100186	0.00161287	0.00161757	0.000970709	0.000337145	0.00255669	0.00137804	0.00462828	0.00494301	0.00197743	0.00573441	0.00231605	0.00162713	0.00178816	0.000933325	0.000372497	0.00330376	0.00518101	0.00505154	1.24366e-05	0.00033739	0.000941991	0.00149568	0.000144103	0.000552364	0.00261347	0.000270318	0.000949812	0.000644609	0.00038809	0.000254325	0.00230826	0.000434565	0.00110696	0.00026673	0.000212193	0.000237617	0.000549558	0.000573734	0.000789167	0.1721883	0.00207869	0.178869	0.821131	0.997921	0.07726573
2590	-18622.03	-18663.09	41.06663	0.00372787	0.00315967	0.00193126	0.00448048	0.00177647	0.00117906	0.00135298	0.00194425	0.00107214	0.000338265	0.00243317	0.00142177	0.00457687	0.00539807	0.00233506	0.00510016	0.00270379	0.00155154	0.00166528	0.000909382	0.000598388	0.00236185	0.00547971	0.00483819	2.26399e-05	0.000245947	0.00129033	0.00130395	0.000168796	0.00020184	0.00264944	0.000541185	0.000930153	0.000451886	0.000497895	0.000254325	0.00234528	0.000585837	0.00135646	0.000354975	0.00024923	0.000209839	0.000235436	0.00071368	0.00119049	0.1714898	0.00203947	0.178349	0.821651	0.997961	0.07813529
2600	-18626.92	-18667.96	41.0369	0.00375173	0.0034433	0.00210499	0.00404473	0.00153808	0.00100498	0.0016195	0.00175956	0.0010722	0.000374018	0.00261266	0.00154284	0.00481144	0.00593944	0.00188249	0.00599439	0.00260068	0.00187215	0.00159253	0.000703847	0.000596494	0.0026375	0.0052916	0.00499383	2.7094e-05	0.00040838	0.00135611	0.00182711	0.000171074	0.00025195	0.00302304	0.00036377	0.000986579	0.00049878	0.00023656	0.000141569	0.00296421	0.000427516	0.00141106	0.000422973	0.00024923	0.000418239	0.000356386	0.000549287	0.000980739	0.1740067	0.00218285	0.180215	0.819784	0.997817	0.08085663
2610	-18630.74	-18671.82	41.08328	0.00344507	0.00290103	0.00223645	0.0040766	0.00164693	0.00110088	0.00158459	0.00154933	0.000775672	0.000375648	0.00245246	0.00205933	0.00408003	0.00594145	0.00176673	0.00484283	0.00269048	0.0017954	0.00193252	0.000898998	0.000559874	0.00226163	0.00598561	0.00475776	3.57133e-06	0.000278655	0.000991011	0.00173861	0.000148279	0.000197919	0.00250409	0.000457496	0.000830233	0.000311793	0.000240727	0.000275699	0.00213451	0.000402077	0.00135751	0.000245183	0.000172507	0.000140771	0.000465716	0.000423574	0.00125948	0.1732295	0.00213796	0.179641	0.820359	0.997862	0.07629669
2620	-18628.93	-18670.02	41.08568	0.00329776	0.00283674	0.00226379	0.00434583	0.00171715	0.00141054	0.00143106	0.00187765	0.000630347	0.000333958	0.00280017	0.00176596	0.00421114	0.00497291	0.00209206	0.00481649	0.00253766	0.00156538	0.00149152	0.000910086	0.000523689	0.00262198	0.0056925	0.00547289	0.000133325	0.000445791	0.00107396	0.00151855	0.000116563	0.000282711	0.0027724	0.00025077	0.0009603	0.000406599	0.000242688	0.000194839	0.00232907	0.000466158	0.00135751	0.00022898	0.000189537	0.000138565	0.00015979	0.000416226	0.000992473	0.1708332	0.00200301	0.177859	0.822141	0.997997	0.07629606
2630	-18622.46	-18663.61	41.14306	0.00291007	0.00283155	0.00185589	0.00443017	0.00140699	0.000871509	0.00146292	0.00140014	0.000892873	0.00036586	0.00227684	0.00138641	0.00374668	0.00520996	0.00226023	0.00474493	0.00261529	0.00132866	0.00128587	0.000790695	0.00051746	0.00230208	0.00462233	0.0042237	0.000268642	0.000421585	0.00107396	0.00113652	0.000176106	0.000328033	0.00276704	0.00034918	0.000784827	0.000277968	0.000425753	0.000209463	0.0021946	0.000487955	0.00133434	0.000221474	0.000209971	0.000107481	0.000640091	0.000634866	0.000768694	0.1708433	0.00200357	0.177866	0.822134	0.997996	0.07055765
2640	-18624.92	-18666.04	41.1217	0.00336308	0.00285402	0.00195035	0.00418644	0.00166574	0.000827015	0.0012699	0.00180278	0.00122493	0.000330455	0.00272591	0.00163709	0.00404639	0.00567839	0.00196795	0.00458279	0.00214558	0.00134345	0.00144422	0.000760906	0.000633093	0.00269117	0.00448013	0.00467847	0.00014671	0.000330241	0.000925238	0.0010624	8.01806e-05	0.000316021	0.00275747	0.000265737	0.000887104	0.000537964	0.000425753	0.000209463	0.00261562	0.000615419	0.00092921	0.000252084	0.000237574	6.39391e-05	0.000189188	0.000625636	0.000947922	0.1706708	0.00199405	0.177737	0.822263	0.998006	0.07271115
