Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
300	-16054.25	-16020.08	-34.1718	8.44913e+07	0.0056094	0.00883086	0.00531677	0.0137899	0.00243226	0.00108028	0.00110642	0.00488468	0.00175296	0.000740948	0.00619661	0.00243716	0.00828141	0.0190635	0.00439436	0.0160513	0.00731209	0.00388176	0.00374374	0.00186517	0.00083781	0.0055254	0.0134215	0.0127823	0.00463221	0.00327121	0.00408002	0.00151039	0.00162655	0.000472963	0.000468686	0.000148659	0.00292418	0.0121088	0.00672138	0.00660191	0.00174207	0.000598546	0.000862227	8.30564e-05	0.00179585	0.00205515	0.00725172	0.0132496	0.00868072	0.489514	0.219001	0.00166679	0.0148516	0.150201	0.124766	0.999862	0.999964	1.00004	1.00014	0.993313	0.00636305	5.1046e-06	0.000318855	0.0002208598	0.2322244
310	-16051.17	-16017.03	-34.13815	8.383822e+07	0.0067945	0.00828904	0.00582241	0.0144716	0.00313764	0.00206956	0.00284503	0.00382434	0.00216974	0.000772892	0.00503822	0.00135525	0.00903964	0.0215632	0.00388731	0.014698	0.00681263	0.00335064	0.00366519	0.00207262	0.00111782	0.0068991	0.0117194	0.0125516	0.00497076	0.00333517	0.00269982	0.00139576	0.000916514	0.000383204	0.000775689	0.000395402	0.00311539	0.0126353	0.00590482	0.00752184	0.00173133	0.000973756	0.000756552	3.02468e-05	0.00148713	0.00324673	0.00773711	0.0115645	0.00331486	0.425099	0.0444189	0.0012815	0.011711	0.277613	0.239876	0.999861	0.999964	1.00004	1.00014	0.993254	0.00636267	1.48949e-06	0.000382306	0.0002208598	0.2288593
320	-16055.73	-16021.69	-34.03461	7.331451e+07	0.00436652	0.00769336	0.00456744	0.0154542	0.00199123	0.0019377	0.00188912	0.00385201	0.00184699	0.0011034	0.00498117	0.00205906	0.00781043	0.0215632	0.00490618	0.0136989	0.00677719	0.0033843	0.00421106	0.00201136	0.000868556	0.00574576	0.0123251	0.00944557	0.00429498	0.0043374	0.00256533	0.00100735	0.000820268	0.000560001	5.48083e-05	0.00113344	0.00399912	0.0100897	0.0052236	0.00752184	0.000621289	0.000632098	0.000463892	0.000950235	0.000810658	0.00352374	0.00678244	0.0097296	0.00889355	0.351178	0.0365461	0.00104146	0.00973769	0.263597	0.337899	0.999851	0.999962	1.00004	1.00015	0.993343	0.00636324	5.21653e-07	0.000293078	0.0002208598	0.2185052
330	-16051.91	-16017.85	-34.06138	7.420636e+07	0.00582442	0.00758064	0.0044828	0.0130448	0.00273608	0.00185416	0.00157276	0.00398735	0.00179877	0.000560271	0.00457342	0.00253211	0.00642469	0.0263972	0.00389751	0.0158752	0.00677719	0.00292461	0.00377942	0.00161315	0.00132583	0.00598516	0.012193	0.0111674	0.00359816	0.00341439	0.00236697	0.00111907	0.00105393	0.000756572	0.00022881	0.000925764	0.00330674	0.0104607	0.00532244	0.00724671	0.00139315	0.000458527	0.000365125	0.00128337	0.00179563	0.00199887	0.00549572	0.0121403	0.00754404	0.662304	0.0324566	0.00381045	0.00579852	0.178522	0.117108	0.999852	0.999962	1.00004	1.00015	0.993453	0.00633511	1.06225e-06	0.000210602	0.0002208598	0.221183
340	-16047.73	-16009.3	-38.43297	6.866743e+07	0.00613105	0.0092296	0.0053272	0.0148992	0.00221302	0.00236131	0.00143608	0.00491921	0.00184274	0.000788184	0.00505554	0.00155461	0.00727606	0.0277232	0.00460448	0.0160848	0.00607552	0.00336518	0.00418674	0.00256278	0.00109477	0.00566647	0.0127285	0.0104629	0.00441211	0.00347327	0.00294371	0.00141431	0.000582975	0.000568379	0.000600306	0.000925386	0.00287798	0.010796	0.00621716	0.00716066	0.00163175	0.000462974	0.00058116	0.000213692	0.000958701	0.0030964	0.00912943	0.0113132	0.00781961	0.865122	0.0135797	0.00268673	0.00112221	0.06117	0.0563198	0.999847	0.999961	1.00004	1.00015	0.993216	0.0063336	1.19024e-06	0.00044918	0.0001379385	0.2347683
350	-16042.36	-16004.23	-38.12986	6.510102e+07	0.00633408	0.00800067	0.00526118	0.0130301	0.00236935	0.00163481	0.00169038	0.00378919	0.00184274	0.000617107	0.00462362	0.00101459	0.00750396	0.0198623	0.00422993	0.0132543	0.00593662	0.00336518	0.00372479	0.00209967	0.00113524	0.0050848	0.0121424	0.0126749	0.00412367	0.00364613	0.00330531	0.00137343	0.000992071	0.000486281	0.000156843	0.00085642	0.00218252	0.00937833	0.00450318	0.00557151	0.00113249	0.00059539	0.000268622	0.000970929	0.000910605	0.00343498	0.00528741	0.00979485	0.00426478	0.74937	0.0534756	0.00365957	0.00228984	0.0299198	0.161285	0.999843	0.99996	1.00004	1.00016	0.993303	0.00603819	1.14806e-06	0.000657551	0.0001379385	0.2044577
360	-16046.51	-16008.33	-38.18328	5.679742e+07	0.00622249	0.00817507	0.00475151	0.0124322	0.0030291	0.00144182	0.00176513	0.00383419	0.00181497	0.000835432	0.0047636	0.00126603	0.00862275	0.0165301	0.00345726	0.0166669	0.00637683	0.00350006	0.00392091	0.00144562	0.000658115	0.00393494	0.0121396	0.0108007	0.00350613	0.00382301	0.00271239	0.00140097	0.00159041	0.000994388	0.000200469	0.000665874	0.00336649	0.00951182	0.00573575	0.00612233	0.00112478	0.000422268	0.000598084	0.00125315	0.00130065	0.00312111	0.00811941	0.0109873	0.00485772	0.844513	0.0156608	0.00191896	0.00948388	0.123222	0.00520147	0.999832	0.999957	1.00004	1.00017	0.992586	0.00603383	2.07518e-06	0.0013781	0.0001379385	0.2097997
370	-16042.5	-16004.21	-38.28633	7.438292e+07	0.0053395	0.00908043	0.00558415	0.0154766	0.00185111	0.00188572	0.00223487	0.00408472	0.00177149	0.000747559	0.0064235	0.00106921	0.00841303	0.0190536	0.00450692	0.0134974	0.006764	0.00328063	0.00398864	0.00174979	0.000987153	0.0055473	0.0135855	0.0114274	0.00444904	0.00314362	0.00192135	0.00141293	0.00137494	0.000979547	0.000923972	0.000869405	0.00318132	0.0103745	0.00610918	0.00682609	0.00126328	0.000186016	0.000637863	4.4848e-05	0.000914151	0.00319913	0.00762515	0.0119114	0.00440689	0.82069	0.0797502	0.00148163	0.000926041	0.0953215	0.0018302	0.999852	0.999962	1.00004	1.00015	0.992506	0.0061293	3.28223e-06	0.00136162	0.0001379385	0.2201049
380	-16044.66	-16006.5	-38.15966	5.391764e+07	0.00818293	0.00805895	0.00379364	0.012265	0.00255825	0.00186857	0.00118251	0.00329401	0.00173657	0.000539827	0.00518071	0.000805917	0.0102445	0.0191878	0.00321367	0.0162458	0.00549727	0.00338086	0.00385569	0.00174979	0.000975275	0.00533543	0.0116648	0.0108233	0.00478444	0.00323288	0.00284841	0.00141293	0.00149555	0.00124464	0.00207857	0.000758313	0.00244605	0.00890602	0.00590762	0.00653176	0.000976744	0.000138172	0.000825571	0.000403371	0.000794722	0.00381539	0.00543782	0.00900727	0.00274972	0.738826	0.15138	0.000825995	0.00154202	0.103469	0.00395698	0.999827	0.999956	1.00004	1.00017	0.993521	0.0058453	4.79122e-06	0.000628943	0.0001379385	0.2074371
390	-16049.26	-16011.02	-38.23804	5.047887e+07	0.00772062	0.00827546	0.00496536	0.0137759	0.00255825	0.00140075	0.00209643	0.00457281	0.00175339	0.000806438	0.00476114	0.00121426	0.00896623	0.0220434	0.00407306	0.0137201	0.00570895	0.00298673	0.00416739	0.00132119	0.00104288	0.00454576	0.0124246	0.0127382	0.00476364	0.00290647	0.00220694	0.00192155	0.00152443	0.000934318	0.000310499	0.00109883	0.00339456	0.0101963	0.00551039	0.0069328	0.000935365	1.39841e-05	0.000745071	0.000292533	0.0007104	0.00244995	0.0057444	0.0104565	0.00458696	0.62584	0.102654	0.0023314	0.00592111	0.244755	0.0184981	0.999821	0.999954	1.00005	1.00018	0.993628	0.00584593	9.23756e-06	0.000517119	0.0001379385	0.2152753
400	-16039.7	-16001.59	-38.1104	5.516523e+07	0.00588993	0.00784434	0.0051687	0.0129804	0.00155608	0.00187654	0.00189054	0.00318098	0.00161129	0.000598714	0.00529392	0.00223456	0.00885144	0.0248947	0.00469652	0.0136021	0.0052735	0.003173	0.00416739	0.00148006	0.00109318	0.00430831	0.0114366	0.0100177	0.00374297	0.00276198	0.00209398	0.00163835	0.000922194	0.000504343	0.000968331	0.000909484	0.00245106	0.0101963	0.00609723	0.00653701	0.00119893	8.77232e-06	0.00082027	0.000143739	0.000935695	0.00240077	0.0057444	0.00686373	0.00245171	0.767259	0.0670269	0.00186979	0.00576098	0.126351	0.031733	0.999829	0.999956	1.00004	1.00017	0.994003	0.00584814	2.93952e-06	0.000145906	0.0001379385	0.2025118
410	-16046.19	-16010.57	-35.6162	6.859503e+07	0.00698924	0.00842978	0.00455003	0.0129804	0.00186234	0.00179488	0.00156395	0.00463591	0.0017691	0.000546392	0.00477858	0.00149224	0.00871288	0.0207647	0.00443737	0.0144368	0.00638026	0.00306056	0.00438136	0.00177927	0.00120586	0.00479447	0.0130569	0.00790688	0.00384186	0.00331041	0.00249662	0.000621382	0.00163827	0.000519075	0.00181137	0.00111189	0.00310022	0.008812	0.00459328	0.00678466	0.000707366	2.14751e-06	0.000696018	0.000260578	0.00120422	0.00350776	0.00704822	0.0127958	0.00469917	0.653169	0.0483693	0.000110248	0.0200644	0.185142	0.0931451	0.999846	0.999961	1.00004	1.00015	0.993706	0.00584639	3.70732e-06	0.000444001	0.0001838994	0.2118725
420	-16053.53	-16015.73	-37.80038	6.30533e+07	0.00647419	0.0070374	0.00378294	0.0144314	0.00298278	0.00203873	0.0015311	0.00454987	0.00148212	0.000510166	0.00586295	0.00177	0.00872043	0.0166178	0.00304226	0.0124966	0.00563934	0.00299811	0.00454108	0.00113262	0.000730812	0.00532259	0.0113572	0.0111001	0.00507403	0.00349961	0.00291284	0.00158851	0.000545888	0.000805306	0.000275014	0.000715118	0.00258315	0.0107582	0.00576599	0.00623842	0.000836004	8.84167e-06	0.0010077	0.000246028	0.00129643	0.00277035	0.00530592	0.0100303	0.0023174	0.599881	0.160953	0.000130651	0.0542644	0.172411	0.0123603	0.99984	0.999959	1.00004	1.00016	0.993603	0.00584578	3.10503e-06	0.000548549	0.0001424916	0.2007335
430	-16044.48	-16006.61	-37.87528	8.852316e+07	0.00620256	0.00803661	0.00485769	0.0137701	0.00353169	0.00165474	0.00134318	0.00417817	0.00161854	0.000775873	0.00499159	0.0024329	0.0107611	0.0184423	0.00285411	0.0139331	0.00653889	0.00367937	0.00422707	0.00145655	0.00115337	0.00570999	0.0119064	0.00922887	0.0045014	0.00316705	0.00351931	0.00107553	0.00202489	0.000581436	0.000814055	0.000633032	0.00217746	0.00907981	0.00656291	0.00591141	0.00116704	2.89576e-05	0.000728576	0.000359345	0.00076937	0.00178241	0.00636344	0.00995348	0.00373726	0.39426	0.107023	2.83358e-05	0.260744	0.205962	0.0319824	0.999865	0.999965	1.00003	1.00014	0.993392	0.00584454	4.74984e-06	0.000758534	0.0001424916	0.208223
440	-16051.82	-16013.89	-37.92631	9.207155e+07	0.00700648	0.00719815	0.00554269	0.0143372	0.00155077	0.0015264	0.0016259	0.00446856	0.0013786	0.000647341	0.00443128	0.00223424	0.0100226	0.022633	0.00439914	0.0140804	0.00697355	0.00305543	0.00378275	0.0016027	0.000751035	0.0056787	0.0144461	0.00922887	0.00365905	0.00370918	0.00274758	0.000324917	0.00138842	0.000526459	0.000261489	0.00135576	0.00257837	0.00926272	0.00528232	0.00758817	0.000686074	0.000126987	0.000673355	0.000562575	0.000886281	0.00233802	0.00538264	0.0129028	0.0024808	0.466852	0.0383327	2.29435e-05	0.3896	0.0816505	0.0235419	0.999868	0.999966	1.00003	1.00013	0.993062	0.0059543	1.90682e-05	0.000965023	0.0001424916	0.2133258
450	-16035.6	-15997.82	-37.77857	8.175844e+07	0.00705274	0.00747732	0.00477193	0.0125729	0.00214629	0.00163302	0.00218213	0.0038751	0.00139937	0.000674609	0.00505776	0.0015711	0.00979208	0.0193037	0.00406033	0.0122944	0.00627388	0.00357229	0.00406361	0.00196463	0.000988871	0.00483231	0.0117464	0.00992351	0.00364563	0.00346818	0.00295484	0.00047391	0.00117423	0.000327412	0.00047356	0.00115525	0.00293827	0.00827873	0.00552234	0.00595827	0.00106114	0.00040962	0.000384477	0.0015634	0.000860678	0.00246306	0.00537517	0.00929058	0.00154255	0.535733	0.0100754	0.000257591	0.357988	0.0679719	0.0279739	0.999859	0.999964	1.00004	1.00014	0.993454	0.0058499	2.9729e-05	0.000666417	0.0001424916	0.1985516
460	-16046.93	-16010.4	-36.53055	8.583643e+07	0.00668933	0.00898226	0.0043413	0.0120076	0.00237868	0.00165622	0.000801255	0.00338557	0.00176754	0.000678147	0.00527525	0.00171682	0.00714088	0.0256293	0.00418385	0.0135251	0.00558294	0.00365848	0.00299256	0.00149081	0.00107486	0.00474002	0.0109655	0.00980087	0.00464815	0.00407663	0.0039543	0.00193748	0.000760743	0.00040893	0.000712591	0.00119205	0.00305861	0.0101342	0.00627445	0.00725792	0.00115095	0.000372335	0.000693583	0.000641862	0.00122339	0.00324101	0.00595938	0.00959569	0.00597471	0.238109	0.0136007	0.000237695	0.505944	0.106337	0.135772	0.999863	0.999965	1.00003	1.00014	0.993719	0.00585146	8.3568e-06	0.000421313	0.0001664749	0.2137341
470	-16045.11	-16008.65	-36.46176	8.210754e+07	0.00548005	0.00800852	0.00461864	0.0139829	0.00126335	0.00203427	0.000489159	0.00442158	0.00150221	0.000709511	0.00473377	0.00158547	0.00689769	0.0191379	0.00483912	0.0161925	0.00597711	0.00308696	0.0034571	0.00125792	0.00086152	0.00460888	0.0126229	0.00807528	0.00415173	0.00351209	0.00451077	0.00180688	0.000927499	0.00118621	0.000234091	0.000788139	0.00318285	0.00816974	0.00490897	0.00630892	0.00122236	0.000525968	0.000579624	0.00131396	0.000687328	0.00298111	0.00628708	0.0114649	0.00626009	0.39145	0.00946123	0.000217976	0.291841	0.0754217	0.231607	0.999859	0.999964	1.00004	1.00014	0.993579	0.00585063	8.08874e-06	0.000562643	0.0001664749	0.2068546
480	-16046	-16009.54	-36.45171	9.916685e+07	0.00746086	0.00773147	0.00502881	0.0142765	0.00222767	0.00154959	0.000440104	0.00313597	0.00184056	0.000600755	0.00437023	0.00135764	0.00788661	0.0208286	0.00389506	0.0126455	0.00615265	0.00354283	0.00309846	0.00210968	0.00075402	0.00508134	0.0122951	0.0110221	0.00472349	0.00324163	0.00401831	0.00136711	0.00162743	0.00110359	0.000424744	0.000139449	0.00202463	0.00878076	0.0053264	0.00583627	0.000999028	0.000733961	0.000693556	0.00146956	0.00106726	0.00277987	0.00628708	0.0105041	0.00336959	0.373651	0.0355408	0.000138583	0.382408	0.0665603	0.141701	0.999873	0.999968	1.00003	1.00013	0.993702	0.00585136	4.47882e-06	0.000442187	0.0001664749	0.20585
490	-16042	-16005.54	-36.46588	9.600733e+07	0.0066677	0.00881545	0.00409168	0.01273	0.00254649	0.00141995	0.000720485	0.0036194	0.00169505	0.000452262	0.00420085	0.0019878	0.00927033	0.0193427	0.00359483	0.0132952	0.00666192	0.00275005	0.00308502	0.00166474	0.000624098	0.00480068	0.012066	0.009991	0.00429329	0.00256618	0.00408961	0.00187295	0.0014933	0.000501218	0.000297164	0.000717181	0.00294776	0.0101984	0.00681511	0.00624261	0.00154135	0.000471511	0.000804953	0.00122508	0.00125568	0.0021898	0.0078192	0.0105041	0.0033263	0.480953	0.0626026	7.73598e-05	0.323649	0.0348638	0.0978547	0.99987	0.999967	1.00003	1.00013	0.99362	0.00585088	4.68734e-06	0.000524141	0.0001664749	0.2072664
500	-16051.14	-16012.7	-38.44358	7.277957e+07	0.00353424	0.00740342	0.00451917	0.0121522	0.00321854	0.00195201	0.000449172	0.00407385	0.00162648	0.000775532	0.00371448	0.00202526	0.00928067	0.018456	0.00303097	0.0160373	0.00581894	0.00287604	0.00386277	0.00205085	0.000957392	0.00555085	0.0138186	0.0118344	0.00437241	0.00338755	0.00393933	0.00187295	0.00062204	0.000428257	0.000294699	0.000955923	0.00279083	0.00971552	0.00534813	0.00551672	0.00146465	0.000528051	0.000580366	0.00100569	0.000862862	0.00372309	0.00375044	0.0117239	0.00265173	0.20354	0.0425002	2.48839e-05	0.550729	0.0125161	0.190689	0.999851	0.999961	1.00004	1.00015	0.993572	0.00585038	9.29622e-06	0.000567957	0.0001332268	0.2045542
510	-16050.33	-16006.02	-44.30966	5.649383e+07	0.00381734	0.00695865	0.00455203	0.0157217	0.0019668	0.00195201	0.000634932	0.00490227	0.00175776	0.00051593	0.00457214	0.00144842	0.00511002	0.0206178	0.00422838	0.0150611	0.00637171	0.00304212	0.00279435	0.00178759	0.000900791	0.00556034	0.0120903	0.0107145	0.00383562	0.00314919	0.00370625	0.00148323	0.00112873	0.000222537	0.00102336	0.00047005	0.00327563	0.011902	0.00656545	0.00661189	0.000760418	0.000668083	0.000697871	8.04347e-05	0.00158323	0.00362712	0.00709842	0.0105689	0.0104034	0.346604	0.071366	1.98756e-05	0.257883	0.0207977	0.30333	0.999831	0.999957	1.00004	1.00017	0.99305	0.0058473	6.75639e-06	0.00109603	7.030588e-05	0.2159407
520	-16040.02	-15995.81	-44.21009	5.146428e+07	0.00466348	0.0081933	0.00380917	0.013085	0.00156375	0.00201691	0.00108189	0.0041074	0.00188743	0.000619097	0.00467428	0.000850092	0.00685516	0.0202167	0.00459081	0.013784	0.00541745	0.00304212	0.00334513	0.00179905	0.0007676	0.0045501	0.0119965	0.0113117	0.00380694	0.0034535	0.00357358	0.0011696	0.000433933	0.000551274	0.000382002	0.000633484	0.00275622	0.0108688	0.00645383	0.00656285	0.00145539	6.06098e-05	0.000893284	2.29447e-05	0.00095837	0.0031944	0.00798413	0.0111737	0.00536667	0.284593	0.0526503	0.000107789	0.187313	0.0267885	0.448547	0.999823	0.999955	1.00004	1.00018	0.993631	0.00570305	3.4321e-06	0.000662363	7.030588e-05	0.2059837
530	-16038.37	-15996.72	-41.64798	7.729713e+07	0.00605718	0.00760074	0.00507928	0.0120383	0.00200964	0.00161661	0.00138991	0.00341079	0.00169462	0.00069319	0.00400705	0.0020114	0.00852959	0.0227334	0.00451465	0.0141129	0.00653261	0.00280222	0.00357843	0.0015934	0.000962348	0.00433893	0.0121673	0.00978367	0.0044456	0.00320406	0.00374187	0.00198935	0.00144703	0.000583756	0.000516349	0.000670498	0.00289813	0.00985296	0.00711005	0.00560774	0.00110951	0.000241799	0.000598102	0.000749613	0.000618931	0.00235056	0.00680445	0.00781774	0.00513502	0.328849	0.0776686	6.81355e-05	0.552531	0.00238552	0.0384985	0.999855	0.999963	1.00004	1.00014	0.993644	0.00570313	3.70695e-06	0.000648783	9.354197e-05	0.2067513
540	-16041.42	-15999.79	-41.62969	7.383329e+07	0.00504539	0.00783793	0.00453682	0.0134518	0.00169836	0.00194762	0.00111061	0.00329446	0.00187802	0.0008254	0.00474462	0.00222006	0.0080442	0.0185694	0.00430916	0.0155439	0.00576558	0.00291562	0.00387093	0.00152819	0.000698676	0.00400971	0.0142146	0.0105147	0.00490118	0.00302561	0.00331086	0.00115599	0.000648811	0.000575194	0.00106499	0.00076925	0.00208899	0.0108568	0.00548994	0.00555819	0.00149439	0.000317204	0.000426923	0.000860522	0.000864103	0.00275339	0.00479913	0.00934605	0.00603901	0.53709	0.144943	7.64454e-05	0.224466	0.039516	0.0539091	0.999852	0.999963	1.00004	1.00015	0.993722	0.00570357	4.8528e-06	0.00056955	9.354197e-05	0.2049222
550	-16040.06	-16002.21	-37.84519	5.647649e+07	0.00421255	0.00736102	0.00530771	0.0139764	0.00225664	0.00158581	0.00101457	0.00345681	0.00140903	0.000705967	0.00389831	0.0015176	0.00603498	0.0190449	0.00351292	0.0144029	0.00577549	0.0031203	0.00420965	0.00151299	0.000618435	0.00607599	0.0128603	0.011285	0.00453683	0.00297859	0.00331086	0.00141397	0.00133707	0.000446819	0.000304773	0.000485873	0.00232546	0.00894346	0.00516235	0.00564513	0.00111549	0.00045173	0.000642883	0.00129793	0.000566312	0.00262243	0.00591216	0.0106718	0.00853108	0.13305	0.297157	1.9713e-05	0.360126	0.0243714	0.185277	0.999831	0.999957	1.00004	1.00017	0.994003	0.00570519	5.89659e-06	0.000286145	0.0001422773	0.2038592
560	-16040.83	-16003.06	-37.77883	4.987483e+07	0.00485936	0.00711037	0.00482041	0.0122044	0.00227413	0.00201664	0.00137561	0.00369898	0.00172685	0.000643857	0.00396859	0.000507291	0.00625836	0.0170383	0.00407107	0.0129573	0.0059795	0.00321371	0.00298489	0.00118139	0.000770488	0.00364386	0.0134971	0.0124847	0.00432524	0.00278582	0.00262068	0.00149589	0.00136254	0.000614049	0.00065593	0.00120959	0.00261877	0.00794345	0.00534661	0.00569464	0.00103091	0.000683232	0.000601927	0.00159043	0.00036004	0.00353779	0.0058306	0.0092922	0.00833568	0.665438	0.0452797	4.87691e-05	0.186868	0.0108436	0.0915226	0.99982	0.999954	1.00005	1.00018	0.994151	0.00570604	8.02028e-06	0.000134791	0.0001422773	0.1972232
570	-16045.25	-16007.16	-38.0861	6.148904e+07	0.00496295	0.00675184	0.00458111	0.0111595	0.00296006	0.00190363	0.00158742	0.00389317	0.00218911	0.000691816	0.00492671	0.00114727	0.0059179	0.0193526	0.00380507	0.0118761	0.00537795	0.0022335	0.00404802	0.00151172	0.000915045	0.00495974	0.00966662	0.0130905	0.00424736	0.00331069	0.00311591	0.00158826	0.00071779	0.00070828	0.000737504	0.000771443	0.00290259	0.00722997	0.00510505	0.00580782	0.00122044	0.000349084	0.000797672	0.0009474	0.00142744	0.00398452	0.00676029	0.0105927	0.00567206	0.621398	0.0549794	0.000231886	0.191596	0.00976096	0.122034	0.999838	0.999959	1.00004	1.00016	0.994169	0.00570614	1.67685e-05	0.000107942	0.000137544	0.1975037
580	-16045.63	-16007.52	-38.11017	5.006841e+07	0.00344528	0.00770352	0.0038482	0.0126564	0.00191948	0.00147582	0.00173847	0.0040508	0.00169597	0.000551703	0.0042132	0.00101318	0.00730058	0.018703	0.00313959	0.0136668	0.00617687	0.0022335	0.00369944	0.00147634	0.00100963	0.00531326	0.0109467	0.0130905	0.00344496	0.00205749	0.00280257	0.00119403	0.000489244	0.000656244	0.00130581	0.000513742	0.00261847	0.0106516	0.00626364	0.00633904	0.00163534	0.000305986	0.000650647	0.000285367	0.00184583	0.00253822	0.00701785	0.0105542	0.00567206	0.415007	0.0114127	0.000226799	0.458174	0.0520811	0.0630978	0.99982	0.999954	1.00005	1.00018	0.994342	0.00551834	4.24614e-05	9.75233e-05	0.000137544	0.1999106
590	-16040.75	-16004.84	-35.91562	5.197484e+07	0.00668829	0.00797362	0.00561455	0.0135075	0.00256488	0.00180811	0.00103458	0.00289332	0.00147607	0.000478897	0.00372979	0.00127841	0.00624019	0.0169217	0.00327741	0.0128119	0.00590701	0.00302403	0.00369944	0.00172334	0.000776267	0.00531326	0.0120543	0.0111526	0.00442796	0.00402641	0.00326703	0.000978566	0.00119016	0.000643456	0.000959783	0.000326137	0.00284316	0.0105748	0.00565803	0.00483057	0.00107931	0.000633014	0.000495068	0.000121658	0.00137076	0.00246508	0.00685152	0.00903526	0.00567206	0.777883	0.000910076	0.00139801	0.0615815	0.10301	0.0552178	0.999824	0.999955	1.00005	1.00018	0.994272	0.00551795	4.5034e-05	0.00016494	0.0001754321	0.1993993
600	-16040.22	-16004.31	-35.90763	5.239077e+07	0.00610378	0.00641428	0.00480801	0.0141208	0.00219645	0.00186486	0.00160472	0.00371694	0.00152661	0.00047643	0.00408601	0.00153524	0.00577539	0.0173143	0.00340168	0.0128765	0.00568032	0.00295598	0.00399034	0.00193587	0.00104155	0.00577518	0.0130158	0.00900867	0.00378047	0.00359695	0.00251555	0.00150204	0.00151884	0.000789263	0.000934174	0.000470254	0.00258358	0.00766241	0.00500472	0.00686019	0.00139462	7.41008e-05	0.000476826	0.000704248	0.000833888	0.00269845	0.00685152	0.0102	0.00692259	0.687339	0.00092531	0.00620428	0.0879967	0.0820182	0.135517	0.999825	0.999955	1.00004	1.00018	0.994097	0.00571876	4.016e-05	0.00014381	0.0001754321	0.1986005
610	-16044.33	-16008	-36.3256	6.190479e+07	0.00690436	0.00880844	0.00545231	0.0143931	0.0027923	0.0018002	0.00151401	0.00490571	0.00176824	0.000749203	0.00512766	0.00182339	0.00609996	0.0212285	0.00361581	0.0122991	0.00593995	0.00332499	0.00404503	0.00149865	0.000773123	0.00498043	0.0125764	0.0123001	0.00443056	0.00295375	0.00264362	0.000930108	0.00231389	0.000230201	0.000993208	0.000498223	0.0028386	0.00916834	0.0051664	0.00674639	0.000877914	3.75388e-05	0.00080682	0.00051532	0.00100119	0.00269845	0.00545971	0.0103463	0.00701889	0.697733	0.00146172	0.00446955	0.123807	0.0424939	0.130035	0.999839	0.999959	1.00004	1.00016	0.994047	0.00571847	7.86733e-05	0.000155777	0.0001700573	0.2123964
620	-16041.03	-16004.75	-36.28508	5.874388e+07	0.00628284	0.00779904	0.00500154	0.0135346	0.00161066	0.00209857	0.000778438	0.0044147	0.00128435	0.000524449	0.00520518	0.00124561	0.00901969	0.019352	0.00437282	0.0154547	0.00603717	0.00367067	0.00373362	0.00211049	0.0010599	0.00417344	0.0125413	0.00884434	0.00337115	0.00256398	0.00326152	0.00153291	0.00122002	0.000643111	0.000506306	0.000668788	0.003384	0.0105484	0.00611276	0.00658725	0.00108715	0.000689687	0.000695506	0.000590628	0.00119921	0.00358383	0.00788063	0.0103623	0.00170573	0.667734	0.000486213	0.00234728	0.0549446	0.0770013	0.197487	0.999834	0.999958	1.00004	1.00017	0.993845	0.00595783	8.0355e-05	0.000117125	0.0001700573	0.208345
630	-16046.89	-16010.56	-36.32093	6.040962e+07	0.0042953	0.00751086	0.00399698	0.0138617	0.0013842	0.00182142	0.00164767	0.00344492	0.0015607	0.000665717	0.00527547	0.00147843	0.00776827	0.0223923	0.00498322	0.0147344	0.00697409	0.00341589	0.00423141	0.00157594	0.0012428	0.00488087	0.0141735	0.00890087	0.00338397	0.00403697	0.00251025	0.00137887	0.000704084	0.000508322	0.00139661	0.000731056	0.00281192	0.0108159	0.00516935	0.0068703	0.00152129	6.2677e-05	0.000625535	0.000310148	0.00167434	0.00366436	0.00648151	0.0101786	0.0048773	0.376103	0.000225577	0.00532442	0.127554	0.165617	0.325177	0.999836	0.999959	1.00004	1.00016	0.993939	0.0057964	9.14904e-05	0.00017337	0.0001700573	0.2119303
